시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000020,,,,동화약품,,,,완제의약품제조업,,,,,,,,
매출액,"11,841","11,400","13,869","12,138","12,274","9,528","7,832","4,046","8,068","9,073","10,167","12,189","12,013","13,687","18,602","20,853","11,808","18,641","23,291","22,134"
영업이익,156,401,"1,779",555,675,507,524,316,405,507,442,457,531,272,803,730,360,199,25,638
순이익,-313,-200,-115,124,306,638,630,348,382,530,576,239,82,-561,977,"1,468","1,681","1,297",-262,210
연결순이익,-313,-200,-116,125,309,636,630,348,381,530,572,234,62,-560,834,"1,235","1,535","1,156",-326,25
EPS,"-3,389","-2,138","-117,410",702,"2,712","6,955","7,226","3,990","4,371","6,077","6,560","2,685",711,"-6,301","9,375","13,876","18,569","19,283","-4,368",327
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000080,,,,하이트진로,,,,소주제조업,,,,,,,,
,1996.09,1997.09,1998.09,1999.09,2000.09,2001.09,2002.09,2003.09,2004.09,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,"28,053","25,716","21,011","22,385","19,033","19,967","17,656","7,062","9,230","9,155","25,292","14,691","13,102","13,192","14,518","14,183","35,733","35,187","35,531","34,224"
부채총계,"26,644","27,541","18,094","21,414","18,282","21,397","21,744","19,121","33,919","33,254","19,344","13,302","10,157","8,444","7,088","7,978","21,500","21,096","21,700","20,944"
자본총계,"1,408","-1,825","2,917",971,752,"-1,430","-4,088","-12,060","-24,689","-24,099","5,949","1,389","2,945","4,748","7,430","6,205","14,233","14,091","13,831","13,279"
매출액,"8,194","8,994","5,251","6,690","5,568","8,631","9,149","6,160","6,931","2,028","7,297","7,008","6,694","7,353","9,798","10,348","13,737","20,346","18,975","18,723"
영업이익,377,718,845,260,"1,331","1,219",681,"1,296","1,936",662,"2,105","1,229","1,381","1,448","1,509","1,259","1,368","1,672","1,611",937
순이익,"-1,054","-1,475",-267,-667,848,"-1,763","-2,445","-9,629","-12,521",591,"5,123","1,159","1,507","1,548","1,233",610,702,"1,035",791,213
연결순이익,-845,"-1,275",-276,-668,848,"-1,727","-2,223",0,0,0,0,0,0,0,"1,233",610,701,"1,034",790,211
EPS,"-7,376","-10,027","-2,277","-13,711","9,191","-24,628","-28,929","-127,497","-2,778,612","92,053","4,058","1,772","3,505","3,601","2,875","1,517","1,426","1,536","1,169",295
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000100,,,,유한양행,,,,의약용화합물및항생물질제조업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"4,131","4,714","5,112","5,263","5,561","5,838","6,310","6,596","7,649","8,987","9,414","9,972","10,389","11,348","12,555","13,141","14,031","15,140","16,160"
부채총계,,"1,899","2,507","2,681","2,433","2,326","2,143","2,231","1,975","2,459","3,058","2,690","2,407","1,763","1,671","1,828","1,973","2,149","2,857","3,401"
자본총계,,"2,232","2,207","2,431","2,830","3,236","3,694","4,079","4,620","5,190","5,929","6,724","7,565","8,626","9,677","10,727","11,167","11,882","12,282","12,759"
매출액,,"1,885","2,058","2,079","1,903","2,235","2,617","2,907","3,096","3,455","4,018","4,225","4,933","6,112","6,468","6,636","6,792","7,765","9,436","10,175"
영업이익,,136,172,136,251,355,418,457,525,575,727,661,716,830,864,826,490,346,618,744
순이익,,93,75,103,328,332,405,457,532,525,630,670,921,"1,256","1,217","1,280",942,808,865,909
연결순이익,,93,90,101,328,332,405,457,532,525,630,670,921,"1,256","1,217","1,280",942,808,865,909
EPS,,"2,376","1,689","1,806","7,245","6,249","6,433","6,750","7,589","7,058","7,371","7,358","9,530","12,671","11,407","11,571","8,701","7,716","8,261","8,788"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000120,,,,CJ대한통운,,,,항공및육상화물취급업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"13,653","16,320","14,561","12,984","12,306","12,575","13,009","13,185","12,831","13,441","13,776","16,359","63,425","34,572","35,676","35,952","36,695","46,087","45,429"
부채총계,,"7,846","9,648","8,986","7,942","6,545","5,598","5,442","5,233","5,004","5,110","7,666","9,143","14,971","15,806","15,952","13,305","13,414","23,605","22,622"
자본총계,,"5,807","6,672","5,575","5,042","5,761","6,976","7,567","7,952","7,828","8,331","6,110","7,217","48,454","18,766","19,723","22,647","23,281","22,482","22,807"
매출액,,"9,616","11,669","9,651","10,142","10,295","9,874","11,182","11,276","11,571","12,082","12,146","14,602","21,381","22,483","25,546","25,878","27,732","37,950","45,601"
영업이익,,590,588,298,629,612,549,649,629,634,599,631,778,972,"1,508","1,546","1,228","1,290",642,"1,671"
순이익,,-89,-123,-286,111,192,483,441,394,191,480,"-3,440",797,"1,436",53,679,810,696,-601,595
연결순이익,,-94,-123,-292,109,189,480,439,391,189,478,"-3,443",735,"1,381",35,685,845,828,-558,573
EPS,,-784,"-1,086","-1,993",598,624,"7,933","4,481","3,790","1,806","4,327","-24,741","4,596","3,916",158,"4,254","4,858","4,763","-2,445","2,510"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000140,,,,하이트진로홀딩스,,,,비금융지주회사,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"15,212","19,689","19,810","16,834","17,857","17,057","19,099","20,010","20,032","53,898","42,800","41,226","23,624","49,001","48,186","47,148","44,436","42,622","40,180"
부채총계,,"12,006","16,526","15,818","11,698","11,694","10,262","11,435","11,684","11,065","40,760","29,298","26,052","14,164","31,052","34,322","33,525","30,936","30,239","29,238"
자본총계,,"3,206","3,163","3,992","5,135","6,163","6,795","7,664","8,325","8,967","13,138","13,502","15,174","9,460","17,950","13,865","13,623","13,500","12,383","10,942"
매출액,,"4,256","4,844","4,822","5,559","6,761","7,715","8,239","8,617","9,221","12,027","18,308","19,009","10,998","21,150","21,561","21,122","20,817","19,429","18,897"
영업이익,,774,"1,014","1,228","1,822","2,034","2,515","2,113","2,121","1,788","2,065","3,121","3,544","1,410","3,118","2,322","2,238","1,840","1,679","1,081"
순이익,,45,34,-83,149,699,723,"1,028","1,105",993,841,"1,621","2,111","1,879","1,058",337,415,633,-518,"-1,011"
연결순이익,,46,34,-83,149,699,723,"1,028","1,106",992,552,915,"1,366","1,087",255,-345,69,169,-567,"-1,172"
EPS,,548,276,"-1,252","1,209","5,459","4,804","5,439","5,933","5,417","2,991","4,987","6,841","7,206","1,712","-1,620",317,788,"-2,659","-5,494"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000150,,,,두산,,,,"회사본부,지주회사및경영컨설팅서비스업",,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"18,974","25,288","36,498","38,327","52,343","72,438","63,388","62,872","83,998","120,825","142,259","171,887","327,924","309,586","321,817","62,962","59,507","311,660","313,693"
부채총계,,"18,953","22,270","29,714","26,823","36,944","50,900","44,832","45,581","62,325","95,220","115,486","140,184","267,314","248,591","255,723","28,072","27,476","221,081","224,670"
자본총계,,21,"3,018","6,784","11,504","15,399","21,537","18,556","17,291","21,673","25,605","26,773","31,703","60,611","60,995","66,094","34,890","32,031","90,580","89,023"
매출액,,"8,813","9,056","10,693","20,879","25,361","55,276","56,477","50,319","68,178","106,532","130,379","152,793","214,280","205,070","230,445","40,333","38,338","219,365","204,682"
영업이익,,-138,248,251,"2,593","2,438","1,274","2,161","2,577","3,415","6,083","7,803","11,843","10,391","5,336","16,257","4,532","2,049","11,549","10,081"
순이익,,"-1,102",788,-359,"1,161",-289,51,"-2,318",399,"1,141","2,083","1,498","4,242","-2,008","-2,668","3,795","3,524","1,098","1,302",332
연결순이익,,"-1,045",795,-354,"1,095",14,-246,"-2,663",150,-149,49,118,814,"1,077","2,311","2,650","3,052",838,"1,236",653
EPS,,"-25,647","17,453","-5,457","7,312",-67,"-1,492","-13,317",683,"-1,040",175,368,"4,159","4,623","9,627","11,349","15,521","3,871","5,849","3,129"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000180,,,,성창기업지주,,,,경영컨설팅업,,,,,,,,
,1996.09,1997.09,1998.09,1999.09,2000.09,2001.09,2002.09,2003.09,2004.09,2005.09,2006.09,2007.09,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,"1,856","1,742","2,689","2,736","2,616","2,467","2,479","2,396","2,411","2,396","2,515","2,662","2,531","2,546","2,477","2,425","3,080","3,285","3,240","3,346"
부채총계,"1,316","1,274","1,862","2,123","1,851","1,702","1,621","1,296","1,224","1,277","1,319","1,579","1,539","1,850","1,755","1,713","1,781",711,706,849
자본총계,541,468,827,613,765,765,858,"1,100","1,186","1,119","1,196","1,082",992,696,722,712,"1,299","2,574","2,534","2,497"
매출액,"1,920","1,942","1,570","1,554","1,522","1,528","1,749","1,731","1,783","1,659","1,586","1,682",420,"1,849","1,454","1,374","1,485","1,612","1,508","1,635"
영업이익,65,149,-278,42,142,114,187,94,154,-10,7,1,-26,-25,125,53,218,3,-21,-1
순이익,-142,-70,-856,-226,133,-148,93,242,87,-44,91,-62,-53,-292,26,-10,140,"1,307",-43,-35
연결순이익,0,0,0,0,0,0,0,0,0,0,0,0,0,-292,26,-10,140,"1,307",-43,-35
EPS,"-4,721","-2,749","-29,138","-7,653","4,445","-2,472","1,546","4,028","1,444",-729,"1,523","-1,044",-902,"-5,047",455,-179,"2,422","22,625",-737,-611
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000210,,,,대림산업,,,,산업플랜트건설업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"47,765","52,617","45,568","46,202","40,861","40,130","35,979","37,118","42,053","48,059","56,354","68,688","89,589","96,088","98,675","107,646","110,065","107,830","105,967"
부채총계,,"38,361","44,235","36,565","30,388","23,633","22,420","19,428","18,668","21,337","23,555","28,800","36,725","55,100","56,779","56,315","61,272","60,879","59,127","61,315"
자본총계,,"9,404","8,382","9,004","15,814","17,227","17,711","16,551","18,450","20,716","24,505","27,554","31,963","34,489","39,309","42,359","46,374","49,185","48,703","44,653"
매출액,,"34,489","40,747","39,033","43,469","33,996","36,809","38,753","43,284","52,682","57,179","58,563","67,553","78,085","76,225","76,909","79,881","102,533","98,469","92,947"
영업이익,,"1,954","2,515","2,250","2,768","2,043","1,691","1,846","3,097","4,037","4,631","3,989","5,269","4,988","5,012","4,298","5,158","4,861",397,"-2,702"
순이익,,-159,-202,148,"3,180",448,168,"1,204","2,437","3,918","3,528","2,829","5,028","1,246","3,645","3,515","3,798","4,008",-103,"-4,405"
연결순이익,,-74,-137,161,"3,148",376,268,"1,078","2,222","4,048","3,312","2,441","4,557","1,078","3,432","3,534","3,657","3,911",-248,"-4,540"
EPS,,-285,"-1,224",517,"7,695","1,024",712,"3,124","6,012","12,128","9,653","6,344","11,804","2,788","8,886","9,150","9,469","10,128",-648,"-11,766"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000220,,,,유유제약,,,,동물용의약품제조업,,,,,,,,
,1996.03,1997.03,1998.03,1999.03,2000.03,2001.03,2002.03,2003.03,2004.03,2005.03,2006.03,2007.03,2008.03,2009.03,2010.03,2011.03,2012.03,2013.03,2014.03,2015.03
,(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(GAAP 개별),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,271,294,297,303,463,508,530,567,646,883,"1,128","1,211","1,269","1,057",966,929,885,887,963,"1,014"
부채총계,155,173,178,180,158,130,118,145,191,391,560,578,544,411,262,222,213,192,240,299
자본총계,117,121,119,123,306,378,412,423,455,491,568,633,725,646,705,706,672,695,723,715
매출액,185,202,213,215,230,276,357,447,501,573,640,734,738,450,479,520,588,620,620,628
영업이익,22,23,22,36,18,30,43,63,64,76,134,131,100,-57,6,13,18,37,18,14
순이익,7,7,7,9,12,24,31,39,44,53,94,86,136,-57,23,11,19,30,19,-74
연결순이익,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,19,-75
EPS,784,868,848,"1,109","2,492","2,401","2,209","2,782","3,150","4,005","1,431","1,305","2,082","-1,148",436,213,322,602,356,"-1,542"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000230,,,,일동제약,,,,완제의약품제조업,,,,,,,,
,1996.03,1997.03,1998.03,1999.03,2000.03,2001.03,2002.03,2003.03,2004.03,2005.03,2006.03,2007.03,2008.03,2009.03,2010.03,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,"1,314","1,658","2,061","1,387","1,888","1,877","1,831","1,959","2,188","2,322","2,581","2,838","3,360","4,048","4,955","5,312","5,117","5,417","6,282","6,203"
부채총계,841,"1,069","1,531","1,420","1,330","1,208","1,037","1,011","1,131","1,072","1,113","1,108","1,403","1,979","2,153","2,362","2,015","2,173","3,016","2,874"
자본총계,473,589,531,-34,558,670,794,948,"1,057","1,250","1,468","1,730","1,958","2,069","2,803","2,950","3,102","3,244","3,266","3,329"
매출액,853,"1,023","1,278",931,"1,176","1,492","1,854","2,120","2,390","2,806","3,100","3,446","3,616","3,769","3,959","3,472","3,485","3,628","3,952","4,175"
영업이익,144,157,112,63,169,232,314,297,299,349,435,494,486,265,356,280,387,140,238,145
순이익,27,41,-56,-555,46,89,119,140,147,114,239,276,270,161,328,193,272,171,67,119
연결순이익,0,41,-49,-555,46,73,99,138,141,98,203,231,226,181,328,186,273,169,65,119
EPS,"1,568","1,421","-2,046","-22,562","1,502","2,344","2,647",0,"3,776","2,641","5,449","4,769","4,668","3,742","6,776","3,835","1,126",697,268,489
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000240,,,,한국타이어월드와이드,,,,비금융지주회사,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 별도),(IFRS 별도),(IFRS 별도)
자산총계,,"14,160","19,147","22,448","24,290","25,343","25,510","24,515","26,761","28,095","29,315","32,926","41,293","53,748","50,029","57,582","74,364","9,743","23,532","25,064"
부채총계,,"11,316","15,547","15,572","16,009","15,713","15,726","14,338","15,691","15,693","15,144","17,311","24,199","36,069","28,894","32,277","42,197","1,491",818,913
자본총계,,"2,844","3,600","6,875","8,281","9,630","9,784","10,177","11,070","12,402","14,171","15,615","17,093","17,679","21,135","25,305","32,167","8,253","22,713","24,151"
매출액,,"10,765","12,501","16,019","14,805","15,982","18,058","19,981","22,574","26,206","29,277","31,729","35,858","44,612","51,451","58,134","64,890",393,"1,535","2,293"
영업이익,,945,"1,148","1,329","1,377","1,295","1,300","1,148","2,082","2,662","3,101","2,628","2,760","2,088","6,202","6,702","5,673",136,"1,196","1,882"
순이익,,78,65,132,457,267,278,698,957,"1,778","2,182","1,667","1,597",235,"3,757","4,775","3,552","32,772","1,602","1,838"
연결순이익,,76,62,133,415,237,298,732,992,"1,799","2,142","1,652","1,556",-202,"3,422","4,379","3,557",0,0,0
EPS,,"1,316",786,194,318,163,206,501,679,"1,231","1,465","1,118","1,050",-137,"2,357","3,016","2,450","30,887","2,727","2,005"
시장구분,,,,종목코드,,,,종목명,,,,업종명,,,,,,,,
유가증권,,,,A000270,,,,기아차,,,,승용차및기타여객용자동차제조업,,,,,,,,
,1995.12,1996.12,1997.12,1998.12,1999.12,2000.12,2001.12,2002.12,2003.12,2004.12,2005.12,2006.12,2007.12,2008.12,2009.12,2010.12,2011.12,2012.12,2013.12,2014.12
,(GAAP 개별),(GAAP 연결),(GAAP 개별),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(GAAP 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결),(IFRS 연결)
자산총계,,"83,416","89,529","65,855","83,876","88,287","98,123","108,152","135,133","145,794","160,345","173,429","194,610","255,836","259,629","275,932","302,552","323,983","361,820","410,442"
부채총계,,"70,430","79,731","93,470","53,799","60,060","66,501","68,651","82,684","96,658","110,742","126,789","149,188","197,640","186,588","173,880","167,455","155,503","159,272","185,603"
자본총계,,"12,986","9,799","-27,616","30,077","28,227","31,622","39,501","52,449","49,136","49,603","46,640","45,422","58,196","73,041","102,052","135,097","168,481","202,548","224,839"
매출액,,"73,535","63,815","55,771","92,853","114,686","132,363","160,613","151,033","177,522","205,647","198,147","203,120","222,177","294,452","422,903","431,909","472,429","475,979","470,970"
영업이익,,"3,503","1,670","-21,816",441,"1,627","4,481","6,708","7,624","3,069",-181,"-3,652",-579,7,"11,952","28,361","35,251","35,223","31,771","25,725"
